北海道1区,,,,,,,,,,,,
北海道1区,,,小選挙区で当選,"139,110",53.48,道下,大樹,(41),立憲,新,比例,〈元〉道議 ／民
北海道1区,,,比例区で当選,"120,987",46.52,船橋,利実,(56),自民,元,比例,〈元〉道議
北海道2区,,,,,,,,,,,,
北海道2区,,,小選挙区で当選,"104,824",41.35,吉川,貴盛,(67),自民,前,比例,党道会長
北海道2区,,,,"74,425",29.36,松木,謙公,(58),希望,前,比例,学校法人理事長 ／民
北海道2区,,,,"52,626",20.76,金倉,昌俊,(43),共産,新,比例,党道副委員長
北海道2区,,,,"21,643",8.54,小和田,康文,(47),維新,新,比例,行政書士
北海道3区,,,,,,,,,,,,
北海道3区,,,小選挙区で当選,"141,680",54.36,荒井,聰,(71),立憲,前,比例,〈元〉国家戦略相 ／民
北海道3区,,,,"118,961",45.64,高木,宏寿,(57),自民,前,比例,〈元〉道議
北海道4区,,,,,,,,,,,,
北海道4区,,,小選挙区で当選,"104,054",45.92,中村,裕之,(56),自民,前,比例,〈元〉道議
北海道4区,,,比例区で当選,"90,619",39.99,本多,平直,(52),立憲,元,比例,〈元〉経産政務官 ／民
北海道4区,,,,"31,941",14.09,高橋,美穂,(52),希望,元,比例,行政書士
北海道5区,,,,,,,,,,,,
北海道5区,,,小選挙区で当選,"142,687",49.84,和田,義明,(46),自民,前,比例,〈元〉三菱商事社員
北海道5区,,,比例区で当選,"135,948",47.49,池田,真紀,(45),立憲,新,比例,社会福祉士 ／民
北海道5区,,,,"7,632",2.67,森山,佳則,(50),諸派,新,,幸福実現党員
北海道6区,,,,,,,,,,,,
北海道6区,,,小選挙区で当選,"136,312",54.49,佐々木,隆博,(68),立憲,前,,〈元〉農水副大臣 ／民
北海道6区,,,,"113,851",45.51,今津,寛,(71),自民,前,比例,党安保調査会長
北海道7区,,,,,,,,,,,,
北海道7区,,,小選挙区で当選,"95,200",66.60,伊東,良孝,(68),自民,前,比例,〈元〉釧路市長
北海道7区,,,,"47,740",33.40,石川,明美,(66),共産,新,,党地区副委員長
北海道8区,,,,,,,,,,,,
北海道8区,,,小選挙区で当選,"125,771",55.40,逢坂,誠二,(58),立憲,前,,〈元〉首相補佐官
北海道8区,,,,"101,243",44.60,前田,一男,(51),自民,前,比例,〈元〉松前町長
北海道9区,,,,,,,,,,,,
北海道9区,,,小選挙区で当選,"108,747",46.75,堀井,学,(45),自民,前,比例,外務政務官
北海道9区,,,比例区で当選,"88,320",37.97,山岡,達丸,(38),希望,元,比例,〈元〉ＮＨＫ記者 ／民
北海道9区,,,,"35,543",15.28,松橋,千春,(35),共産,新,,党地区常任委員
北海道10区,,,,,,,,,,,,
北海道10区,,,小選挙区で当選,"96,795",50.13,稲津,久,(59),公明,前,,党道代表
北海道10区,,,比例区で当選,"96,282",49.87,神谷,裕,(49),立憲,新,比例,〈元〉参院議員秘書 ／民
北海道11区,,,,,,,,,,,,
北海道11区,,,小選挙区で当選,"98,214",54.47,石川,香織,(33),立憲,新,比例,〈元〉アナウンサー ／民
北海道11区,,,,"82,096",45.53,中川,郁子,(58),自民,前,比例,〈元〉農水政務官
北海道12区,,,,,,,,,,,,
北海道12区,,,小選挙区で当選,"97,113",54.14,武部,新,(47),自民,前,比例,環境政務官
北海道12区,,,,"58,422",32.57,水上,美華,(35),希望,新,比例,〈元〉北見市議 ／民
北海道12区,,,,"23,830",13.29,菅原,誠,(44),共産,新,,党道委員
青森1区,,,,,,,,,,,,
青森1区,,,小選挙区で当選,"103,177",54.93,津島,淳,(51),自民,前,比例,〈元〉国交政務官
青森1区,,,,"64,173",34.16,升田,世喜男,(60),希望,前,比例,〈元〉県議 ／民
青森1区,,,,"20,497",10.91,赤平,勇人,(27),共産,新,,党県委員
青森2区,,,,,,,,,,,,
青森2区,,,小選挙区で当選,"133,545",64.03,大島,理森,(71),自民,前,比例,〈元〉衆院議長
青森2区,,,,"56,011",26.86,工藤,武司,(45),希望,新,比例,〈元〉陸上自衛官 ／民
青森2区,,,,"19,004",9.11,奥本,菜保巳,(57),共産,新,,〈元〉三沢市議
青森3区,,,,,,,,,,,,
青森3区,,,小選挙区で当選,"128,740",64.22,木村,次郎,(49),自民,新,比例,〈元〉県職員
青森3区,,,,"51,096",25.49,山内,崇,(62),希望,新,比例,〈元〉県議 ／民
青森3区,,,,"16,510",8.24,高柳,博明,(47),共産,新,,党県常任委員
青森3区,,,,"4,115",2.05,三国,佑貴,(32),諸派,新,,幸福実現党員
岩手1区,,,,,,,,,,,,
岩手1区,,,小選挙区で当選,"87,534",52.58,階,猛,(51),希望,前,比例,弁護士 ／民
岩手1区,,,比例区で当選,"57,381",34.47,高橋,比奈子,(59),自民,前,比例,党県副会長
岩手1区,,,,"21,549",12.95,吉田,恭子,(36),共産,新,比例,党県常任委員
