Wikidata ID,name,,,,name in hiragana,party short name,,,,current position,prefecuture code for sort key,,area 1(proportionally represented constituency),area 2(small electoral district),,candidacy in election,elected in,gender,birthday,age(calculated),,,Facebook profile ID,official Facebook page,LINE,YouTube channel ID,,official site,e-mail,official blog,described at URL,place of birth,biography,,occupation,position held,father,spouse,memorandom,Wikidata ID（参考情報）,Wikipedia URL（参考情報）,,,,,,
UI用DBカラム名,name_full,name_last,name_first,name_alias,name_full_furigana,pary_id,,party_history,,,pref_code,senkyoku_no,,,submission_order,candidacy_history,,gender,birth_day,,birth_year,twitter_id,facebook_id,facebook_page_id,line_id,youtube_channel_id,instagram_id,offiicial_website_url,email,official_blog_url,reference_url,birth_place,educational_background,,occupation,position_held,father,spouse,,url_wikidata,url_wikipedia,,,,,,
wikdiata_concept,label,,,alias,P1814,Q7278,,,,,Q646425,,Q13365595,Q1052894,,P3602,P2715,P21,P569,,,P2002,P2013,P4003,P554-P553,P2397,,P856,P968,P1581,P973,P19,P69,P69,P106,P39,P22,P26,,,,,,,,,
wikidata,名前（フル）,名前（姓）,名前（名）,選挙用表記名/別名,かな,公認政党,推薦政党,以前の政党,立候補,前回,都道府県,小選挙区番号,比例区,小選挙区,届け出順,過去の立候補歴,過去の当選歴,性別,誕生日,年齢,誕生年,twitter,フェイスブックID,公式Facebookページ,LINEアカウント,youtube channel,Instagram,公式サイト,メールアドレス,公式ブログ,詳細情報URL,出生地,学歴（履歴）,学歴（最新）,職歴,公職,父親,配偶者,メモ,Wikidata URL,Wikipedia URL,担当,予定日,完了日,担当,予定日,完了日
Q11470608,山田美樹,山田,美樹,,やまだ みき,自民,,,,現職,13,1,,東京都 1区,,,,女性,1974-03-15,43,1974,yamada_miki,https://www.facebook.com/mikiprofile,,,,,http://miki-yamada.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11470608,,,,,,,
Q11470671,山田賢司,山田,賢司,,やまだ けんじ,自民,,,,現職,28,7,,兵庫県 7区,,,,男性,1966-04-20,51,1966,ymd_knj,,,,,,http://yamada-kenji.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11470671,,,,,,,
Q11470885,山花郁夫,山花,郁夫,,やまはな いくお,立民,,,,,13,22,,東京都 22区,,,,男性,1967-01-18,50,1967,,,,,,,http://yamahanaikuo.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11470885,,,,,,,
Q11472782,岡島一正,岡島,一正,,おかじま かずまさ,立民,,,,,12,3,,千葉県 3区,,,,男性,1957-11-03,59,1957,,,,,,,http://www.k-okajima.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11472782,,,,,,,
Q11475456,岩田和親,岩田,和親,,いわた かずちか,自民,,,,現職,61,,比例九州ブロック,,,,,男性,1973-9-20,44,1973,,,,,,,http://miyaji-takuma.com/,,,,佐賀県,九州大学,,,,,,,https://www.wikidata.org/wiki/Q11475456,,,,,,,
Q11475894,岸本周平,岸本,周平,,きしもと しゅうへい,民進,,,,現職,30,1,,和歌山県 1区,,,,男性,1956-07-12,61,1956,shuheikishimoto,https://www.facebook.com/shuheikishimoto.jp,,,,,http://shuheikishimoto.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11475894,,,,,,,
Q11479573,工藤彰三,工藤,彰三,,くどう しょうぞう,自民,,,,現職,23,4,,愛知県 4区,,,,男性,1964-12-08,52,1964,kudoshozo,https://www.facebook.com/kudoshozo,,,,,http://www.kudoshozo.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11479573,,,,,,,
Q11485751,広野允士,広野,允士,広野ただし,ひろの ただし,自由,,,不出馬,,16,1,,富山県 1区,,"第39回衆議院議員総選挙
第40回衆議院議員総選挙,旧富山1区
第41回衆議院議員総選挙,富山1区
第42回衆議院議員総選挙富山1区
第19回参議院議員通常選挙,比例区
第21回参議院議員通常選挙,比例区
第23回参議院議員通常選挙,比例区","第40回衆議院議員総選挙,旧富山1区
第19回参議院議員通常選挙,比例区
第21回参議院議員通常選挙,比例区,2009年繰り上げ当選",男性,1943/1/1,74,1943,hirono_tadashi,,https://www.facebook.com/hirono.tadashi,,https://www.youtube.com/user/HironoTadashi,,http://www.hirono-tadashi.com,,,,富山県,,東京大学工学部卒業,通産省,"衆議院議員,1993年7月19日 - 1996年9月27日
参議院議員,2001年7月30日 - 2007年7月28日
参議院議員,2009年8月 - 2013年7月28日",,,"
出馬取りやめ報道(野党候補一本化のため)
https://www.jiji.com/jc/article?k=2017092701233&g=pol",https://www.wikidata.org/wiki/Q11485751,https://ja.wikipedia.org/wiki/広野允士,tominari,10/9,10/9,,,
Q11488572,後藤祐一,後藤,祐一,,ごとう ゆういち,希望,,,,現職,14,16,,神奈川県 16区,,,,男性,1969-03-25,48,1969,,,,,,,http://www.jitsugen.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11488572,,,,,,,
Q11496954,手塚仁雄,手塚,仁雄,,てづか よしお,立民,,,,,13,5,,東京都 5区,,,,男性,1966-09-14,51,1966,,,,,,,http://www.t440.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11496954,,,,,,,
Q11500159,斉木武志,斉木,武志,,さいき たけし,民進,,,,,18,2,,福井県 2区,,,,男性,1974-05-13,43,1974,,,,,,,http://www.saiki-takeshi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11500159,,,,,,,
Q11513088,星野剛士,星野,剛士,,ほしの つよし,自民,,,,現職,14,12,,神奈川県 12区,,,,男性,1963-08-08,54,1963,hossys,,,,,,http://t-stars.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11513088,,,,,,,
Q11518048,木下智彦,木下,智彦,,きのした ともひこ,維新,,,,現職,27,8,,大阪府 8区,,,,男性,1969-04-30,48,1969,tommykun01,https://www.facebook.com/KinoshitaIshin,,,,,http://kinoshita-tomohiko.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518048,,,,,,,
Q11518159,木内均,木内,均,,きうち ひとし,自民,,,,現職,56,,比例北陸信越ブロック,,,,,男性,1964-08-03,53,1964,kiuchi_hitoshi,,,,,,http://www.komatsuyutaka.com/index.html,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518159,,,,,,,
Q11518163,木内孝胤,木内,孝胤,,きうち たかたね,希望,,,,現職,55,,比例東京ブロック,,,,,男性,1966-08-30,51,1966,takatanekiuchi,https://www.facebook.com/takatane.kiuchi,,,,,http://www.saori-ikeuchi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518163,,,,,,,
Q11518220,木原稔,木原,稔,,きはら みのる,自民,,,,現職,43,1,,熊本県 1区,,,,男性,1969-01-01,48,1969,kihara_minoru,kiharaminoru.official,,,,,http://kiharaminoru.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518220,,,,,,,
Q11518222,木原誠二,木原,誠二,,きはら せいじ,自民,,,,現職,13,20,,東京都 20区,,,,男性,1970-01-01,47,1970,kihara_seiji,,,,,,http://www.kiharaseiji.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518222,,,,,,,
Q11518735,木村剛司,木村,剛司,木村たけつか,きむら たけつか,維新,,,,,13,,東京都ブロック,,,,,男性,1971-07-09,46,1971,,,,,,,http://www.kimutake.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11518735,,,,,,,
Q11519999,本多平直,本多,平直,ホンダ 平直,ほんだ ひらなお,立民,,"民主
民進",党発表,,1,4,,北海道 4区,,"第43回衆議院議員総選挙(2003)
第44回衆議院議員総選挙(2005)
第45回衆議院議員総選挙(2009)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)","第43回衆議院議員総選挙(2003:繰上当選)
第45回衆議院議員総選挙(2009)",男性,1964-12-02,52,1964,office_hiranao,hondahiranao,,,,,http://www.hiranao.com/,,,http://www.hiranao.com/about.html,北海道札幌市,,北海道大学法学部,松下政経塾,,,,,https://www.wikidata.org/wiki/Q11519999,https://ja.wikipedia.org/wiki/%E6%9C%AC%E5%A4%9A%E5%B9%B3%E7%9B%B4,Yfuruchin,10/8,10/8,,,
Q11520430,本村賢太郎,本村,賢太郎,,もとむら けんたろう,希望,,民進,,現職,14,14,,神奈川県 14区,,,,男性,1970-04-17,47,1970,kentarou450417,https://www.facebook.com/motomura.kentarou/,,,,,http://www.s-okuno.jp,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11520430,,,,,,,
Q11522062,杉本和巳,杉本,和巳,スギモトカズミ,すぎもと かずみ,維新,,,,,23,10,,愛知県 10区,,,,男性,1960-09-17,57,1960,,,,,,,http://sugimotokazumi.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11522062,,,,,,,
Q11522739,村上史好,村上,史好,,むらかみ ふみよし,立民,,,,,27,6,,大阪府 6区,,,,,,,,,,,,,,http://1st.geocities.jp/f_murakami_6ku/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11522739,,,,,,,
Q11523004,村井英樹,村井,英樹,,むらい ひでき,自民,,,,現職,11,1,,埼玉県 1区,,,,男性,1980-05-14,37,1980,muraihideki,,,,,,http://muraihideki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11523004,,,,,,,
Q11523193,村岡敏英,村岡,敏英,,むらおか としひで,希望,,民進,,現職,5,3,,秋田県 3区,,,,男性,1960-07-25,57,1960,muraoka_toshi,,,,,,http://www.muraokatoshihide.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11523193,,,,,,,
Q11523550,村越祐民,村越,祐民,,むらこし ひろたみ,民進,,,,,12,5,,千葉県 5区,,,,男性,1974-02-13,43,1974,,,,,,,http://www.hirotami.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11523550,,,,,,,
Q11529448,松原聡,松原,聡,松原さとし,まつばら さとし,共産,,,,新人,22,4,,静岡県 4区,,,,男性,1954-11-01,62,1954,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11529448,,,,,,,
Q11533657,柏倉祐司,柏倉,祐司,,かしわくら ゆうじ,希望,,民進,,,9,1,,栃木県 1区,,,,男性,1969-04-10,48,1969,,,,,,,http://www.kashiwakurayuji.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11533657,,,,,,,
Q11534806,柴田巧,柴田,巧,しばた巧,しばたたくみ,希望,,民進,党発表,,16,,,富山県3区,,"第22回参議院議員通常選挙,比例区,みんなの党
第24回参議院議員通常選挙,比例区,民進党","第22回参議院議員通常選挙,比例区",男性,1960-12-11,56,1960,,https://www.facebook.com/politician.takumi,,,,,http://shibatatakumi.com,info@shibatatakumi.com,https://ameblo.jp/shibatatakumi/,,富山県,,早稲田大学大学院政治学研究科博士前期課程修了,,富山県議会議員(1999年～2009年),,,,https://www.wikidata.org/wiki/Q11534806,https://ja.wikipedia.org/wiki/柴田巧,tominari,10/9,10/9,,,
Q11535033,柿沢未途,柿沢,未途,,かきざわ みと,無所属,,,,現職,13,15,,東京都 15区,,,,男性,1971-01-21,46,1971,310kakizawa,https://www.facebook.com/mito.kakizawa,,,,,http://www.310kakizawa.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11535033,,,,,,,
Q11536382,根本幸典,根本,幸典,,ねもと ゆきのり,自民,,,,現職,23,15,,愛知県 15区,,,,男性,1965-02-21,52,1965,nemotoyukinori,,,,,,http://www.nemotoyukinori.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11536382,,,,,,,
Q11538822,梶原康弘,梶原,康弘,,かじわら やすひろ,民進,,,,,28,5,,兵庫県 5区,,,,男性,1956-10-14,60,1956,,,,,,,http://www.kajiwarayasuhiro.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11538822,,,,,,,
Q11539493,森山浩行,森山,浩行,,もりやま ひろゆき,立民,,,,,27,16,,大阪府 16区,,,,男性,1971-04-08,46,1971,,,,,,,http://h-moriyama.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11539493,,,,,,,
Q11539787,森本和義,森本,和義,,もりもと かずよし,民進,,,,,23,6,,愛知県 6区,,,,男性,1966-06-16,51,1966,,,,,,,http://www.morimoto-kazu.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11539787,,,,,,,
Q11540810,椎名毅,椎名,毅,,しいな つよし,無所属,,,,,14,9,,神奈川県 9区,,,,男性,1975-11-20,41,1975,,,,,,,http://www.t-417.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11540810,,,,,,,
Q11542092,樋口尚也,樋口,尚也,,ひぐち なおや,公明,,,,現職,58,,比例近畿ブロック,,,,,男性,1971-04-11,46,1971,,,,,,,http://www.geocities.jp/bnn00434/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11542092,,,,,,,
Q11542202,樋高剛,樋高,剛,,ひだか たけし,自由,,,,,14,18,,神奈川県 18区,,,,男性,1965-11-24,51,1965,,,,,,,http://www.the-hidaka.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11542202,,,,,,,
Q11544051,橋本英教,橋本,英教,,はしもと ひでのり,自民,,,,現職,52,,比例東北ブロック,,,,,男性,1967-08-28,50,1967,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11544051,,,,,,,
Q11544282,橘慶一郎,橘,慶一郎,たちばな慶一郎,たちばなけいいちろう,自民,公明,,党発表,現職,16,3,,富山県 3区,,"第45回衆議院議員総選挙,富山3区
第46回衆議院議員総選挙,富山3区
第47回衆議院議員総選挙,富山3区","第45回衆議院議員総選挙,富山3区
第46回衆議院議員総選挙,富山3区
第47回衆議院議員総選挙,富山3区",男性,1961-01-23,56,1961,,,https://www.facebook.com/tachibana.keiichirou/,,,,http://www.t-k1.net,office@t-k1.net,,,富山県,,東京大学法学部,"北海道開発庁
伏木海陸運送株式会社",高岡市長(2004年5月～2009年6月),"橘康太郎(元衆議院議員, 元富山県議会議員)",,,https://www.wikidata.org/wiki/Q11544282,https://ja.wikipedia.org/wiki/橘慶一郎,tominari,10/9,10/9,,,
Q11544691,櫛渕万里,櫛渕,万里,,くしぶち まり,民進,,,,,13,23,,東京都 23区,,,,女性,1967-10-15,49,1967,,,,,,,http://www.kushibuchi-mari.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11544691,,,,,,,
Q11545768,武井俊輔,武井,俊輔,,たけい しゅんすけ,自民,,,,現職,45,1,,宮崎県 1区,,,,男性,1975-03-29,42,1975,syunsuke_takei,,,,,,http://www.s-takei.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11545768,,,,,,,
Q11546026,武村展英,武村,展英,,たけむら のぶひで,自民,,,,現職,25,3,,滋賀県 3区,,,,男性,1972-01-21,45,1972,nobu_takemura,,,,,,http://www.nobuhide.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11546026,,,,,,,
Q11546528,武藤貴也,武藤,貴也,,むとう たかや,無所属,,,,現職,25,4,,滋賀県 4区,,,,男性,1979-05-25,38,1979,takaya_mutou,,,,,,http://mutou-takaya.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11546528,,,,,,,
Q11546586,武部新,武部,新,,たけべ あらた,自民,,,,現職,1,12,,北海道 12区,,"第46回衆議院議員総選挙
第47回衆議院議員総選挙","第46回衆議院議員総選挙
第47回衆議院議員総選挙",男性,1970-07-20,47,1970,takebearata,takebearata,,,,,http://takebe-arata.com/,,,https://www.jimin.jp/member/member_list/legislator/118787.html,北海道斜里郡斜里町,"北海道立札幌南高等学校
早稲田大学法学部
",シカゴ大学公共政策大学院,日本興業銀行(-2000),衆議院議員,武部勤,,,https://www.wikidata.org/wiki/Q11546586,https://ja.wikipedia.org/wiki/%E6%AD%A6%E9%83%A8%E6%96%B0,higa4,10/7,10/7,,,
Q11547421,比嘉奈津美,比嘉,奈津美,,ひが なつみ,自民,,,,現職,61,,比例九州ブロック,,,,,女性,1958-10-03,59,1958,,,,,,,http://www.miyazakirin.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11547421,,,,,,,
Q11551703,池田佳隆,池田,佳隆,,いけだ よしたか,自民,,,,現職,57,,比例東海ブロック,,,,,男性,1966-06-20,51,1966,ikeda_0620,,,,,,http://www.t-katsumata.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11551703,,,,,,,
Q11552157,池田道孝,池田,道孝,,いけだ みちたか,自民,,,,現職,59,,比例中国ブロック,,,,,男性,1947-02-09,70,1947,,,,,,,http://www.takaitakashi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11552157,,,,,,,
Q11553342,河井克行,河井,克行,,かわい かつゆき,自民,,,,現職,34,3,,広島県 3区,,,,男性,1963-03-11,54,1963,,,,,,,http://kawaikatsuyuki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11553342,,,,,,,
Q11554229,河野正美,河野,正美,かわの正美,かわの まさみ,維新,,,党発表,現職,61,,,福岡4区,,"第46回衆議院議員総選挙
第47回衆議院議員総選挙","第46回衆議院議員総選挙(比例九州ブロック)
第47回衆議院議員総選挙(比例九州ブロック)",男性,1961-6-30,56,1961,mkawano2416,MasamiKawano.MD.PhD,,,,,http://www.mikio.gr.jp/,,,,東京都,"西南学院高等学校
愛知医科大学医学部医学科
九州大学大学院医学研究科内科系専攻",,精神科医,衆議院議員,河野正,,,https://www.wikidata.org/wiki/Q11554229,,higa4,10/8,10/8,,,
Q1155448,平野博文,平野,博文,,ひらの ひろふみ,無所属,,民進,,現職,27,11,,大阪府 11区,,,,男性,1949-03-19,68,1949,,,,,,,http://www.kawa-bata.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1155448,,,,,,,
Q11556075,津島淳,津島,淳,,つしま じゅん,自民,,,,現職,2,1,,青森県 1区,,,,,,,,,,,,,,http://www.tsushimaweb.jp/index.html,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11556075,,,,,,,
Q11558377,浦野靖人,浦野,靖人,うらの靖人,うらの やすと,維新,,,,現職,58,,比例近畿ブロック,,,,,男性,1973-04-04,44,1973,uranoyasuto,https://www.facebook.com/urano.yasuto,,,,,https://www.n-ito.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11558377,,,,,,,
Q11560960,清水忠史,清水,忠史,,しみず ただし,共産,,,,現職,58,,比例近畿ブロック,,,,,男性,1968-05-05,49,1968,,,,,,,http://www.miyamoto-net.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11560960,,,,,,,
Q11561908,渡嘉敷奈緒美,渡嘉敷,奈緒美,とかしきなおみ,とかしき なおみ,自民,,,,,27,7,,大阪府 7区,,,,女性,1962-07-16,55,1962,naomi_tokashiki,https://www.facebook.com/naomi.tokashiki.7,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11561908,,,,,,,
Q11562133,渡辺博道,渡辺,博道,,わたなべ ひろみち,自民,,,,現職,12,6,,千葉県 6区,,,,男性,1950-08-03,67,1950,,,,,,,http://www.hiromichi21.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11562133,,,,,,,
Q11562188,渡辺孝一,渡辺,孝一,,わたなべ こういち,自民,,,党発表,現職,1,,北海道ブロック,,,"岩見沢町長選挙(2002)
岩見沢町長選挙(2006)
岩見沢町長選挙(2010)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)","岩見沢町長選挙(2002)
岩見沢町長選挙(2006)
岩見沢町長選挙(2010)
第46回衆議院議員総選挙(2012)
第47回衆議院議員総選挙(2014)",男性,1957-11-25,59,1957,,https://www.facebook.com/watanabekoichi1957,,,,,http://watanabekoichi.jp/,,,http://watanabekoichi.jp/profile.html,東京都,,東日本学園大学歯学部（現：北海道医療大学）,歯科医,,渡辺省一,,,https://www.wikidata.org/wiki/Q11562188,https://ja.wikipedia.org/wiki/%E6%B8%A1%E8%BE%BA%E5%AD%9D%E4%B8%80,YFuruchin,10/8,10/8,,,
Q11563479,湯原俊二,湯原,俊二,,ゆはら しゅんじ,民進,,,,,31,2,,鳥取県 2区,,,,男性,1962-11-20,54,1962,,,,,,,http://www.yuhara.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11563479,,,,,,,
Q11566187,濱村進,濱村,進,,はまむら すすむ,公明,,,,現職,58,,比例近畿ブロック,,,,,男性,1975-09-30,42,1975,HamamuraSusumu,hamamurasusumu,,,,,http://www.higuchi-komei.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11566187,,,,,,,
Q11566681,瀬戸隆一,瀬戸,隆一,,せと たかかず,自民,,,,現職,60,,比例四国ブロック,,,,,男性,1965-08-02,52,1965,setotakakazu,,,,,,http://www.junbo.org/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11566681,,,,,,,
Q11568677,熊田裕通,熊田,裕通,,くまだ ひろみち,自民,,,,現職,23,1,,愛知県 1区,,,,男性,1964-08-28,53,1964,kumadahiromichi,,,,,,http://www.kumada-hiromichi.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11568677,,,,,,,
Q11570409,牧島かれん,牧島,かれん,,まきしま かれん,自民,,,,現職,14,17,,神奈川県 17区,,,,女性,1976-11-01,40,1976,makishimakaren,,,,,,http://makishimakaren.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11570409,,,,,,,
Q11572466,玉城デニー,玉城,デニー,,たまき でにー,自由,,,,現職,47,3,,沖縄県 3区,,,,男性,1959-10-13,57,1959,tamakidenny,,,,,,http://www.d21tamaki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11572466,,,,,,,
Q11572647,玉木雄一郎,玉木,雄一郎,,たまき ゆういちろう,民進,,,,現職,37,2,,香川県 2区,,,,男性,1969-05-01,48,1969,tamakiyuichiro,,,,,,http://www.tamakinet.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11572647,,,,,,,
Q11574554,生方幸夫,生方,幸夫,,うぶかた ゆきお,立民,,,,,12,6,,千葉県 6区,,,,男性,1947-10-31,69,1947,,,,,,,http://www.ubu2.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11574554,,,,,,,
Q11576787,田所嘉徳,田所,嘉徳,,たどころ よしのり,自民,,,,現職,8,1,,茨城県 1区,,,,男性,1954-01-19,63,1954,tadokoro_yoshi,,,,,,http://xn--68j3bzdk0474dc0xa.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11576787,,,,,,,
Q11577186,田畑毅,田畑,毅,,たばた つよし,自民,,,,現職,55,,比例東京ブロック,,,,,男性,1972-05-02,45,1972,,,,,,,http://www.n-kan.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11577186,,,,,,,
Q11577205,田畑裕明,田畑,裕明,たばた裕明,たばた ひろあき,自民,公明,,党発表,現職,16,1,北信越ブロック,富山県 1区,,"第47回衆議院議員総選挙,富山県第1区
第46回衆議院議員総選挙,富山県第1区","第47回衆議院議員総選挙,富山県第1区,70,085票
第46回衆議院議員総選挙,富山県第1区,70,268票",男性,1973-01-02,44,1973,,https://www.facebook.com/hiroaki.tabata.37,,,,,http://www.tabatahiroaki.com,office@tabatahiroaki.com,,,富山県,,"獨協大学経済学部,1995年卒業","株式会社富山第一銀行,1995年4月1日〜2002年3月31日","衆議院議員,2012年12月から現在
富山県議会議員,2011年4月〜2012年11月
富山市議会議員,2003年4月〜2011年3月",,"内田もも香,女優,元宝塚歌劇団・娘役、89期生",,https://www.wikidata.org/wiki/Q11577205,https://ja.wikipedia.org/wiki/田畑裕明,tominari,10/9,10/9,,,
Q11577481,田野瀬太道,田野瀬,太道,,たのせ たいどう,自民,,,,現職,29,4,,奈良県 4区,,,,男性,1974-07-04,43,1974,,,,,,,http://www.taido-tanose.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11577481,,,,,,,
Q11578483,畑浩治,畑,浩治,,はた こうじ,希望,,民進,,,3,2,,岩手県 2区,,,,男性,1963-09-28,54,1963,,,,,,,http://hata-kouji.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11578483,,,,,,,
Q11578505,畑野君枝,畑野,君枝,,はたの きみえ,共産,,,,現職,54,,比例南関東ブロック,,,,,女性,1957-01-28,60,1957,,,,,,,http://www.shigeyuki-tomita.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11578505,,,,,,,
Q11578596,畠中光成,畠中,光成,,はたなか みつなり,民進,,,,,28,7,,兵庫県 7区,,,,男性,1972-06-30,45,1972,,,,,,,http://hatanaka.cdx.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11578596,,,,,,,
Q11580199,白石洋一,白石,洋一,,しらいし よういち,民進,,,,,38,3,,愛媛県 3区,,,,男性,1963-06-25,54,1963,,,,,,,http://www.shiraishi.cc/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11580199,,,,,,,
Q11580448,白須賀貴樹,白須賀,貴樹,,しらすか たかき,自民,,,,現職,12,13,,千葉県 13区,,,,男性,1975-03-16,42,1975,,,,,,,http://shirasuka-takaki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11580448,,,,,,,
Q11583883,矢上雅義,矢上,雅義,,,立民,,,,,43,4,,熊本県 4区,,,,男性,1960-08-08,57,1960,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11583883,,,,,,,
Q11585604,石崎徹,石崎,徹,,いしざき とおる,自民,,,,現職,15,1,,新潟県 1区,,,,男性,1984-01-25,33,1984,,https://www.facebook.com/ishizaki.tohru,,,,,http://www.tohru-ishizaki.com/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11585604,,,,,,,
Q11585840,石川昭政,石川,昭政,,いしかわ あきまさ,自民,,,,現職,53,,比例北関東ブロック,,,,,男性,1972-09-18,45,1972,,,,,,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11585840,,,,,,,
Q11586782,石津政雄,石津,政雄,,いしづ まさお,希望,,民進,,,8,2,,茨城県 2区,,,,男性,1947-03-10,70,1947,,,,,,,http://www.ishidu-masao.jp/index.html,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11586782,,,,,,,
Q11589528,神山佐市,神山,佐市,,かみやま さいち,自民,,,,現職,11,7,,埼玉県 7区,,,,,,,,,,,,,,http://www.kamiyama.ne.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11589528,,,,,,,
Q11589542,神山洋介,神山,洋介,,かみやま ようすけ,希望,,民進,,現職,14,17,,神奈川県 17区,,,,男性,1975-05-24,42,1975,KAMIYAMA_Yosuke,,,,,,http://dpj-kanagawa14.jp/kentarou_motomura/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11589542,,,,,,,
Q11590601,神田憲次,神田,憲次,,かんだ けんじ,自民,,,,現職,57,,比例東海ブロック,,,,,男性,1963-02-19,54,1963,,,,,,,http://ikeda-yoshitaka.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11590601,,,,,,,
Q11592023,福山守,福山,守,,ふくやま まもる,自民,,,,現職,60,,比例四国ブロック,,,,,男性,1952-12-19,64,1952,,,,,,,http://www.setojapan.jp/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11592023,,,,,,,
Q11593023,福島伸享,福島,伸享,,ふくしま のぶゆき,希望,,民進,,現職,8,1,,茨城県 1区,,,,男性,1970-08-08,47,1970,,,,,,,http://miya-take.net/,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11593023,,,,,,,
Q11596567,稲富修二,稲富,修二,,いなとみ しゅうじ,民進,,,,,40,2,,福岡県 2区,,,,男性,1970-08-26,47,1970,,,,,,,http://inatomi.jp,,,,,,,,,,,,https://www.wikidata.org/wiki/Q11596567,,,,,,,
